Num_items,Itemset,Support
1,"(""'Phân lớp khoản vay=13-24', 'Mục đích vay=1.0', 'TỈNH=Thanh Hóa'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Mục đích vay=1.0', 'Phân lớp doanh thu=Trung bình cao'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Mục đích vay=1.0', 'Tình trạng tín dụng=Xấu'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Mục đích vay=1.0', 'Hình thức vay=2.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Mục đích vay=1.0', 'Tình trạng hôn nhân=nan'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Mục đích vay=1.0', 'Số năm kinh nghiệm=12.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Mục đích vay=1.0', 'Tình trạng hôn nhân=2.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Mục đích vay=1.0', 'Phân lớp tuổi=Gen Y'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Mục đích vay=1.0', 'Mức thanh khoản=nan'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Mục đích vay=1.0', 'TỈNH=Trà Vinh'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Mục đích vay=1.0', 'Số người phụ thuộc=0.0'"",)",0.2
1,"(""'Phân lớp khoản vay=13-24', 'Mục đích vay=1.0', 'Hình thức vay=0.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Mục đích vay=1.0', 'Mức vay=5.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Mục đích vay=1.0', 'Loại hình cư trú=3.0'"",)",0.2
1,"(""'Phân lớp khoản vay=13-24', 'Phân lớp tuổi=Gen Z', 'Trình độ học vấn=1.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Phân lớp tuổi=Gen Z', 'Nguồn doanh thu chính=5.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Phân lớp tuổi=Gen Z', 'TỈNH=Thanh Hóa'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Phân lớp tuổi=Gen Z', 'Phân lớp doanh thu=Trung bình cao'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Phân lớp tuổi=Gen Z', 'Tình trạng tín dụng=Xấu'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Phân lớp tuổi=Gen Z', 'Hình thức vay=2.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Phân lớp tuổi=Gen Z', 'Tình trạng hôn nhân=nan'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Phân lớp tuổi=Gen Z', 'Mức thanh khoản=nan'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Phân lớp tuổi=Gen Z', 'Số người phụ thuộc=0.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Phân lớp tuổi=Gen Z', 'Loại hình cư trú=3.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Trình độ học vấn=1.0', 'Nguồn doanh thu chính=5.0'"",)",0.2
1,"(""'Phân lớp khoản vay=13-24', 'Trình độ học vấn=1.0', 'TỈNH=Thanh Hóa'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Trình độ học vấn=1.0', 'Phân lớp doanh thu=Trung bình cao'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Trình độ học vấn=1.0', 'Tình trạng tín dụng=Xấu'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Trình độ học vấn=1.0', 'Hình thức vay=2.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Trình độ học vấn=1.0', 'Tình trạng hôn nhân=nan'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Trình độ học vấn=1.0', 'Số năm kinh nghiệm=12.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Trình độ học vấn=1.0', 'Tình trạng hôn nhân=2.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Trình độ học vấn=1.0', 'Phân lớp tuổi=Gen Y'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Trình độ học vấn=1.0', 'Mức thanh khoản=nan'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Trình độ học vấn=1.0', 'TỈNH=Trà Vinh'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Trình độ học vấn=1.0', 'Số người phụ thuộc=0.0'"",)",0.2
1,"(""'Phân lớp khoản vay=13-24', 'Trình độ học vấn=1.0', 'Hình thức vay=0.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Trình độ học vấn=1.0', 'Mức vay=5.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Trình độ học vấn=1.0', 'Loại hình cư trú=3.0'"",)",0.2
1,"(""'Phân lớp khoản vay=13-24', 'Mức thanh khoản=2.0'}, {'Loại hợp đồng=4.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Mức thanh khoản=2.0'}, 'Khoản_vay_bin=(1470000.0"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', {'Loại hợp đồng=4.0', 'Mức vay=3.0'}"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', {'Loại hợp đồng=4.0', 2980000.0]'"",)",0.2
1,"(""'Phân lớp khoản vay=13-24', 'Nguồn doanh thu chính=5.0', 'TỈNH=Thanh Hóa'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Nguồn doanh thu chính=5.0', 'Phân lớp doanh thu=Trung bình cao'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Nguồn doanh thu chính=5.0', 'Tình trạng tín dụng=Xấu'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Nguồn doanh thu chính=5.0', 'Hình thức vay=2.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Nguồn doanh thu chính=5.0', 'Tình trạng hôn nhân=nan'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Nguồn doanh thu chính=5.0', 'Số năm kinh nghiệm=12.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Nguồn doanh thu chính=5.0', 'Tình trạng hôn nhân=2.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Nguồn doanh thu chính=5.0', 'Phân lớp tuổi=Gen Y'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Nguồn doanh thu chính=5.0', 'Mức thanh khoản=nan'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Nguồn doanh thu chính=5.0', 'TỈNH=Trà Vinh'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Nguồn doanh thu chính=5.0', 'Số người phụ thuộc=0.0'"",)",0.2
1,"(""'Phân lớp khoản vay=13-24', 'Nguồn doanh thu chính=5.0', 'Hình thức vay=0.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Nguồn doanh thu chính=5.0', 'Mức vay=5.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Nguồn doanh thu chính=5.0', 'Loại hình cư trú=3.0'"",)",0.2
1,"(""'Phân lớp khoản vay=13-24', 'TỈNH=Thanh Hóa', 'Phân lớp doanh thu=Trung bình cao'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'TỈNH=Thanh Hóa', 'Tình trạng tín dụng=Xấu'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'TỈNH=Thanh Hóa', 'Hình thức vay=2.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'TỈNH=Thanh Hóa', 'Tình trạng hôn nhân=nan'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'TỈNH=Thanh Hóa', 'Mức thanh khoản=nan'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'TỈNH=Thanh Hóa', 'Số người phụ thuộc=0.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'TỈNH=Thanh Hóa', 'Loại hình cư trú=3.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Phân lớp doanh thu=Trung bình cao', 'Tình trạng tín dụng=Xấu'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Phân lớp doanh thu=Trung bình cao', 'Hình thức vay=2.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Phân lớp doanh thu=Trung bình cao', 'Tình trạng hôn nhân=nan'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Phân lớp doanh thu=Trung bình cao', 'Mức thanh khoản=nan'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Phân lớp doanh thu=Trung bình cao', 'Số người phụ thuộc=0.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Phân lớp doanh thu=Trung bình cao', 'Loại hình cư trú=3.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Tình trạng tín dụng=Xấu', 'Hình thức vay=2.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Tình trạng tín dụng=Xấu', 'Tình trạng hôn nhân=nan'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Tình trạng tín dụng=Xấu', 'Mức thanh khoản=nan'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Tình trạng tín dụng=Xấu', 'Số người phụ thuộc=0.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Tình trạng tín dụng=Xấu', 'Loại hình cư trú=3.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Mức vay=3.0'}, 'Khoản_vay_bin=(1470000.0"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Hình thức vay=2.0', 'Tình trạng hôn nhân=nan'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Hình thức vay=2.0', 'Mức thanh khoản=nan'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Hình thức vay=2.0', 'Số người phụ thuộc=0.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Hình thức vay=2.0', 'Loại hình cư trú=3.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Tình trạng hôn nhân=nan', 'Mức thanh khoản=nan'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Tình trạng hôn nhân=nan', 'Số người phụ thuộc=0.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Tình trạng hôn nhân=nan', 'Loại hình cư trú=3.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Số năm kinh nghiệm=12.0', 'Tình trạng hôn nhân=2.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Số năm kinh nghiệm=12.0', 'Phân lớp tuổi=Gen Y'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Số năm kinh nghiệm=12.0', 'TỈNH=Trà Vinh'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Số năm kinh nghiệm=12.0', 'Số người phụ thuộc=0.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Số năm kinh nghiệm=12.0', 'Hình thức vay=0.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Số năm kinh nghiệm=12.0', 'Mức vay=5.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Số năm kinh nghiệm=12.0', 'Loại hình cư trú=3.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Tình trạng hôn nhân=2.0', 'Phân lớp tuổi=Gen Y'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Tình trạng hôn nhân=2.0', 'TỈNH=Trà Vinh'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Tình trạng hôn nhân=2.0', 'Số người phụ thuộc=0.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Tình trạng hôn nhân=2.0', 'Hình thức vay=0.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Tình trạng hôn nhân=2.0', 'Mức vay=5.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Tình trạng hôn nhân=2.0', 'Loại hình cư trú=3.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Phân lớp tuổi=Gen Y', 'TỈNH=Trà Vinh'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Phân lớp tuổi=Gen Y', 'Số người phụ thuộc=0.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Phân lớp tuổi=Gen Y', 'Hình thức vay=0.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Phân lớp tuổi=Gen Y', 'Mức vay=5.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Phân lớp tuổi=Gen Y', 'Loại hình cư trú=3.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Mức thanh khoản=nan', 'Số người phụ thuộc=0.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Mức thanh khoản=nan', 'Loại hình cư trú=3.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'TỈNH=Trà Vinh', 'Số người phụ thuộc=0.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'TỈNH=Trà Vinh', 'Hình thức vay=0.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'TỈNH=Trà Vinh', 'Mức vay=5.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'TỈNH=Trà Vinh', 'Loại hình cư trú=3.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Số người phụ thuộc=0.0', 'Hình thức vay=0.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Số người phụ thuộc=0.0', 'Mức vay=5.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Số người phụ thuộc=0.0', 'Loại hình cư trú=3.0'"",)",0.2
1,"(""'Phân lớp khoản vay=13-24', 'Hình thức vay=0.0', 'Mức vay=5.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Hình thức vay=0.0', 'Loại hình cư trú=3.0'"",)",0.1
1,"(""'Phân lớp khoản vay=13-24', 'Mức vay=5.0', 'Loại hình cư trú=3.0'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Tình trạng tín dụng=Tốt', 'Mục đích vay=1.0'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Tình trạng tín dụng=Tốt', 'Phân lớp khoản vay=25-36'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Tình trạng tín dụng=Tốt', 'Nguồn doanh thu chính=1.0'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Tình trạng tín dụng=Tốt', 'Loại hình cư trú=0.0'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Tình trạng tín dụng=Tốt', 'Trình độ học vấn=2.0'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Tình trạng tín dụng=Tốt', 'Tình trạng hôn nhân=2.0'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Tình trạng tín dụng=Tốt', 'Phân lớp tuổi=Gen X'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Tình trạng tín dụng=Tốt', 'Loại hợp đồng=nan'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Tình trạng tín dụng=Tốt', 'TỈNH=nan'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Tình trạng tín dụng=Tốt', 'Hình thức vay=nan'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Tình trạng tín dụng=Tốt', 'Mức vay=nan'"",)",0.1
1,"(""'Mức thanh khoản=5.0', {'Số người phụ thuộc=1.0', 'Nghề nghiệp=6.0'}"",)",0.1
1,"(""'Mức thanh khoản=5.0', {'Số người phụ thuộc=1.0', 3540000.0]'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Phân lớp doanh thu=Cao', 'Mục đích vay=1.0'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Phân lớp doanh thu=Cao', 'Phân lớp tuổi=nan'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Phân lớp doanh thu=Cao', 'Trình độ học vấn=1.0'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Phân lớp doanh thu=Cao', 'Phân lớp khoản vay=25-36'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Phân lớp doanh thu=Cao', 'Số người phụ thuộc=nan'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Phân lớp doanh thu=Cao', 'TỈNH=Hồ Chí Minh'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Phân lớp doanh thu=Cao', 'Nguồn doanh thu chính=5.0'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Phân lớp doanh thu=Cao', 'Tình trạng tín dụng=Xấu'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Phân lớp doanh thu=Cao', 'Tình trạng hôn nhân=nan'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Phân lớp doanh thu=Cao', 'Nghề nghiệp=nan'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Phân lớp doanh thu=Cao', 'Mức vay=3.0'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Phân lớp doanh thu=Cao', 'Hình thức vay=0.0'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Mục đích vay=1.0', 'Phân lớp tuổi=nan'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Mục đích vay=1.0', 'Trình độ học vấn=1.0'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Mục đích vay=1.0', 'Phân lớp khoản vay=25-36'"",)",0.2
1,"(""'Mức thanh khoản=5.0', 'Mục đích vay=1.0', 'Số người phụ thuộc=nan'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Mục đích vay=1.0', 'Nguồn doanh thu chính=1.0'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Mục đích vay=1.0', 'Loại hình cư trú=0.0'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Mục đích vay=1.0', 'TỈNH=Hồ Chí Minh'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Mục đích vay=1.0', 'Nguồn doanh thu chính=5.0'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Mục đích vay=1.0', 'Tình trạng tín dụng=Xấu'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Mục đích vay=1.0', 'Trình độ học vấn=2.0'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Mục đích vay=1.0', 'Tình trạng hôn nhân=nan'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Mục đích vay=1.0', 'Tình trạng hôn nhân=2.0'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Mục đích vay=1.0', 'Phân lớp tuổi=Gen X'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Mục đích vay=1.0', 'Nghề nghiệp=nan'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Mục đích vay=1.0', 'Loại hợp đồng=nan'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Mục đích vay=1.0', 'Mức vay=3.0'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Mục đích vay=1.0', 'TỈNH=nan'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Mục đích vay=1.0', 'Hình thức vay=nan'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Mục đích vay=1.0', 'Hình thức vay=0.0'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Mục đích vay=1.0', 'Mức vay=nan'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Phân lớp tuổi=nan', 'Trình độ học vấn=1.0'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Phân lớp tuổi=nan', 'Phân lớp khoản vay=25-36'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Phân lớp tuổi=nan', 'Số người phụ thuộc=nan'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Phân lớp tuổi=nan', 'TỈNH=Hồ Chí Minh'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Phân lớp tuổi=nan', 'Nguồn doanh thu chính=5.0'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Phân lớp tuổi=nan', 'Tình trạng tín dụng=Xấu'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Phân lớp tuổi=nan', 'Tình trạng hôn nhân=nan'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Phân lớp tuổi=nan', 'Nghề nghiệp=nan'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Phân lớp tuổi=nan', 'Mức vay=3.0'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Phân lớp tuổi=nan', 'Hình thức vay=0.0'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Trình độ học vấn=1.0', 'Phân lớp khoản vay=25-36'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Trình độ học vấn=1.0', 'Số người phụ thuộc=nan'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Trình độ học vấn=1.0', 'TỈNH=Hồ Chí Minh'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Trình độ học vấn=1.0', 'Nguồn doanh thu chính=5.0'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Trình độ học vấn=1.0', 'Tình trạng tín dụng=Xấu'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Trình độ học vấn=1.0', 'Tình trạng hôn nhân=nan'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Trình độ học vấn=1.0', 'Nghề nghiệp=nan'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Trình độ học vấn=1.0', 'Mức vay=3.0'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Trình độ học vấn=1.0', 'Hình thức vay=0.0'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Phân lớp khoản vay=25-36', 'Số người phụ thuộc=nan'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Phân lớp khoản vay=25-36', 'Nguồn doanh thu chính=1.0'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Phân lớp khoản vay=25-36', 'Loại hình cư trú=0.0'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Phân lớp khoản vay=25-36', 'TỈNH=Hồ Chí Minh'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Phân lớp khoản vay=25-36', 'Nguồn doanh thu chính=5.0'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Phân lớp khoản vay=25-36', 'Tình trạng tín dụng=Xấu'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Phân lớp khoản vay=25-36', 'Trình độ học vấn=2.0'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Phân lớp khoản vay=25-36', 'Tình trạng hôn nhân=nan'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Phân lớp khoản vay=25-36', 'Tình trạng hôn nhân=2.0'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Phân lớp khoản vay=25-36', 'Phân lớp tuổi=Gen X'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Phân lớp khoản vay=25-36', 'Nghề nghiệp=nan'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Phân lớp khoản vay=25-36', 'Loại hợp đồng=nan'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Phân lớp khoản vay=25-36', 'Mức vay=3.0'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Phân lớp khoản vay=25-36', 'TỈNH=nan'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Phân lớp khoản vay=25-36', 'Hình thức vay=nan'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Phân lớp khoản vay=25-36', 'Hình thức vay=0.0'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Phân lớp khoản vay=25-36', 'Mức vay=nan'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Số người phụ thuộc=nan', 'TỈNH=Hồ Chí Minh'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Số người phụ thuộc=nan', 'Nguồn doanh thu chính=5.0'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Số người phụ thuộc=nan', 'Tình trạng tín dụng=Xấu'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Số người phụ thuộc=nan', 'Tình trạng hôn nhân=nan'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Số người phụ thuộc=nan', 'Nghề nghiệp=nan'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Số người phụ thuộc=nan', 'Mức vay=3.0'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Số người phụ thuộc=nan', 'Hình thức vay=0.0'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Nguồn doanh thu chính=1.0', 'Loại hình cư trú=0.0'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Nguồn doanh thu chính=1.0', 'Trình độ học vấn=2.0'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Nguồn doanh thu chính=1.0', 'Tình trạng hôn nhân=2.0'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Nguồn doanh thu chính=1.0', 'Phân lớp tuổi=Gen X'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Nguồn doanh thu chính=1.0', 'Loại hợp đồng=nan'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Nguồn doanh thu chính=1.0', 'TỈNH=nan'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Nguồn doanh thu chính=1.0', 'Hình thức vay=nan'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Nguồn doanh thu chính=1.0', 'Mức vay=nan'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Loại hình cư trú=0.0', 'Trình độ học vấn=2.0'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Loại hình cư trú=0.0', 'Tình trạng hôn nhân=2.0'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Loại hình cư trú=0.0', 'Phân lớp tuổi=Gen X'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Loại hình cư trú=0.0', 'Loại hợp đồng=nan'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Loại hình cư trú=0.0', 'TỈNH=nan'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Loại hình cư trú=0.0', 'Hình thức vay=nan'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'Loại hình cư trú=0.0', 'Mức vay=nan'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'TỈNH=Hồ Chí Minh', 'Nguồn doanh thu chính=5.0'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'TỈNH=Hồ Chí Minh', 'Tình trạng tín dụng=Xấu'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'TỈNH=Hồ Chí Minh', 'Tình trạng hôn nhân=nan'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'TỈNH=Hồ Chí Minh', 'Nghề nghiệp=nan'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'TỈNH=Hồ Chí Minh', 'Mức vay=3.0'"",)",0.1
1,"(""'Mức thanh khoản=5.0', 'TỈNH=Hồ Chí Minh', 'Hình thức vay=0.0'"",)",0.1
1,"(""'Mức thanh khoản=5.0', {'Loại hợp đồng=4.0', 2980000.0]'"",)",0.1
1,"(""'Mức thanh khoản=5.0', {'Loại hợp đồng=4.0', 'Số năm kinh nghiệm=10.0'}"",)",0.1
